,Class,AAC1,AAC2,AAC3,AAC4,AAC5,AAC6,AAC7,AAC8,AAC9,AAC10,AAC11,AAC12,AAC13,AAC14,AAC15,AAC16,AAC17,AAC18,AAC19,AAC20
0,0,0.0539682539682539,0.0158730158730158,0.0857142857142857,0.0476190476190476,0.0285714285714285,0.0698412698412698,0.0253968253968253,0.073015873015873,0.0571428571428571,0.0761904761904762,0.0285714285714285,0.0571428571428571,0.0412698412698412,0.0317460317460317,0.0412698412698412,0.0476190476190476,0.0666666666666666,0.1269841269841269,0.0031746031746031,0.0222222222222222
1,0,0.0279720279720279,0.0104895104895104,0.0559440559440559,0.0244755244755244,0.0244755244755244,0.0139860139860139,0.0069930069930069,0.0804195804195804,0.0559440559440559,0.0944055944055944,0.0139860139860139,0.1538461538461538,0.0104895104895104,0.0769230769230769,0.0314685314685314,0.0979020979020979,0.0664335664335664,0.0524475524475524,0.0349650349650349,0.0664335664335664
2,0,0.0618556701030927,0.0068728522336769,0.0824742268041237,0.0824742268041237,0.0549828178694158,0.0618556701030927,0.0240549828178694,0.0721649484536082,0.0721649484536082,0.0962199312714776,0.0206185567010309,0.0412371134020618,0.0206185567010309,0.0309278350515463,0.0549828178694158,0.0549828178694158,0.0549828178694158,0.0549828178694158,0.0103092783505154,0.0412371134020618
3,0,0.1261261261261261,0.0,0.072072072072072,0.1261261261261261,0.027027027027027,0.018018018018018,0.0135135135135135,0.045045045045045,0.0855855855855855,0.1216216216216216,0.036036036036036,0.027027027027027,0.0045045045045045,0.0765765765765765,0.0855855855855855,0.063063063063063,0.0315315315315315,0.036036036036036,0.0045045045045045,0.0
4,0,0.1057692307692307,0.0096153846153846,0.0384615384615384,0.0769230769230769,0.0288461538461538,0.0769230769230769,0.0288461538461538,0.0576923076923076,0.0961538461538461,0.0769230769230769,0.0288461538461538,0.0384615384615384,0.048076923076923,0.0576923076923076,0.0288461538461538,0.0288461538461538,0.0288461538461538,0.1057692307692307,0.0096153846153846,0.0288461538461538
5,0,0.0714285714285714,0.0,0.0676691729323308,0.1015037593984962,0.056390977443609,0.0413533834586466,0.0075187969924812,0.0676691729323308,0.1015037593984962,0.0601503759398496,0.0263157894736842,0.0488721804511278,0.0300751879699248,0.037593984962406,0.0714285714285714,0.0676691729323308,0.0451127819548872,0.0451127819548872,0.0037593984962406,0.0488721804511278
6,0,0.0609137055837563,0.015228426395939,0.0812182741116751,0.0609137055837563,0.015228426395939,0.0964467005076142,0.0304568527918781,0.0609137055837563,0.0406091370558375,0.0761421319796954,0.0253807106598984,0.0456852791878172,0.0406091370558375,0.0406091370558375,0.0862944162436548,0.0406091370558375,0.0710659898477157,0.0913705583756345,0.0,0.0203045685279187
7,0,0.0576923076923076,0.0,0.0288461538461538,0.1826923076923076,0.0192307692307692,0.0288461538461538,0.0,0.0096153846153846,0.0769230769230769,0.0384615384615384,0.0673076923076923,0.0288461538461538,0.048076923076923,0.0865384615384615,0.0384615384615384,0.0192307692307692,0.0769230769230769,0.1634615384615384,0.0096153846153846,0.0192307692307692
8,0,0.0865384615384615,0.0096153846153846,0.0384615384615384,0.0897435897435897,0.0256410256410256,0.0641025641025641,0.016025641025641,0.0608974358974358,0.0448717948717948,0.1153846153846153,0.0256410256410256,0.0576923076923076,0.0256410256410256,0.0384615384615384,0.0897435897435897,0.0544871794871794,0.0705128205128205,0.0576923076923076,0.0128205128205128,0.016025641025641
9,0,0.1735849056603773,0.0,0.0415094339622641,0.030188679245283,0.0150943396226415,0.120754716981132,0.0075471698113207,0.0415094339622641,0.0339622641509433,0.0716981132075471,0.0339622641509433,0.060377358490566,0.0490566037735849,0.030188679245283,0.0226415094339622,0.060377358490566,0.0641509433962264,0.0830188679245283,0.0188679245283018,0.0415094339622641
